A_id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
2921,759.850.627,-2.777.437.304,-974.944.817,1.743.758.936,-538.270.992,2.698.857.792,-3.142.710.335,bad
2922,-473.886.225,-2.911.505.607,-3.079.664.907,521.186.447,222.791.394,464.584.638,-1.640.507,bad
2923,2.090.372.229,-1.901.308.958,-1.438.312.467,-58.434.436,1.708.060.148,35.692.766,1.767.633.005,good
2924,-983.968.566,-674.530.011,-1.325.807.187,156.124.206,1.965.410.725,1.399.194.442,76.256.805,bad
2925,-651.573.588,-2.304.197.821,287.599.049,324.107.687,-93.583.191,2.125.974.254,1.897.369.292,good
2926,1.187.340.066,1.868.356.455,-1.185.188.933,253.491.116,-2.575.976.826,-946.360.378,-70.515.812,good
2927,-14.127.596,-2.128.509.614,1.300.520.345,393.948.595,-505.539.817,269.004.293,637.151.688,good
2928,-721.700.276,-1.147.209.338,1.174.622.198,847.160.179,-247.169.889,1.497.587.235,919.506.782,bad
2929,1.430.488.184,1.889.053.562,-1.724.295.249,293.830.715,3.165.545.146,-892.114.761,3.510.518.945,good
2930,567.528.648,1.438.148,-2.462.110.702,1.681.240.749,1.543.593.822,3.031.579.019,1.638.728.705,bad
2931,-2.315.037.667,-632.076.637,-1.719.956.319,1.896.177.956,-533.710.209,1.448.866.524,-683.793.916,bad
2932,-3.253.768.117,3.522.322.241,-188.561.802,-162.816.157,-1.713.751.688,-154.848.462,-190.202.595,good
2933,1.436.706.271,-1.957.720.938,9.973.727,1.143.156.831,1.608.127.383,1.806.767.369,-553.338.298,good
2934,-1.023.890.666,1.941.008.581,506.051.235,568.196.481,178.839.711,-2.995.350.073,187.428.908,good
2935,-2.086.321.706,-1.905.179.871,138.326.637,2.351.929.577,-953.284.953,1.973.830.884,-268.075.678,bad
2936,3.444.126.119,3.772.172.807,635.240.185,-126.254.628,2.145.363.477,-1.032.738.125,4.266.416.653,good
2937,2.123.704.605,-1.958.898.206,-469.974.587,59.349.852,1.550.436.735,2.759.098.305,-2.154.356.678,bad
2938,1.307.779.741,-4.664.891.676,3.418.907.581,614.952.779,-480.987.089,3.764.892.869,595.125.499,good
2939,-124.568.726,-19.391.552,-974.138.698,1.297.565.544,1.139.721.676,120.206.632,699.535.471,bad
2940,-4.221.728.929,-3.226.876.803,130.887.251,1.306.090.698,1.126.418.248,3.889.778.052,2.469.651.486,bad
2941,-288.239.887,1.675.357.299,1.234.745.021,-5.358.688,-1.135.340.309,-1.790.820.446,1.383.166.033,good
2942,-1.038.916.701,-707.595.131,-1.943.050.206,-371.585.947,-1.612.993.672,2.083.837.167,-1.375.301.757,bad
2943,-1.203.050.515,-833.300.443,-1.760.756.705,32.769.509,3.081.355.136,446.068.482,1.937.378.487,bad
2944,364.721.232,1.224.862.984,-298.152.603,1.303.718.396,473.782.705,-1.115.043.735,349.169.554,bad
2945,-3.147.403.328,-118.396.474,336.733.693,1.186.935.494,105.455.198,407.940.194,3.383.837.679,bad
2946,519.360.018,-248.638.139,-2.482.783.348,709.445.786,117.139.714,244.404.921,136.189.304,bad
2947,55.031.159,440.223.884,123.531.222,732.666.307,516.110.508,-833.919.921,-1.045.022.463,bad
2948,1.453.284.112,-1.110.981.294,234.244.945,-1.484.933.376,3.415.983.799,-2.167.187.224,3.220.311.509,good
2949,-1.106.248.249,-3.748.715.042,2.899.171.796,115.004.173,1.410.175.235,2.244.369.823,-364.772.303,good
2950,-2.674.064.142,-2.518.180.642,1.470.184.032,3.101.890.865,-18.453.597,2.311.314.183,2.191.434.769,bad
2951,32.036.174,489.961.431,-398.355.343,283.365.714,-1.442.675,-1.484.586.676,6.974.271,good
2952,1.004.742.265,-1.654.689.861,-294.945.817,2.194.853.224,-295.615.085,2.513.654.646,253.906.147,good
2953,91.611.402,-393.154.965,-2.202.543.816,296.512.774,400.374.432,-50.020.434,183.194.492,bad
2954,1.799.464.848,-1.364.421.423,-253.351.381,160.649.853,-1.398.444.131,1.679.530.599,411.447.337,good
2955,445.244.292,4.099.711.217,-390.646.167,-1.433.040.392,749.228.343,-1.198.482.465,897.683.852,good
2956,694.164.172,-1.004.000.131,-3.455.092.489,233.819.931,-2.242.384.067,1.982.474.766,-1.465.539.339,bad
2957,-2.013.018.874,-580.229.949,-723.733.479,1.433.088.428,-324.114.185,-390.661.814,-1.904.348.537,bad
2958,636.531.817,-467.591.185,172.401.435,1.371.407.824,307.764.492,1.541.032.046,-401.394.668,good
2959,3.472.392.108,-1.504.447.649,-5.371.962.996,-905.058.773,4.399.814.702,1.063.613.808,428.501.793,bad
2960,-364.041.071,-284.994.611,1.035.445.947,197.992.875,1.107.829.355,600.650.708,-1.073.124.668,good
2961,-2.261.672.404,-810.398.929,3.523.334.012,-567.024.704,-689.129.281,355.311.652,432.000.061,bad
2962,-850.925.609,-759.727.812,72.122.883,2.279.572.743,101.704.146,544.298.714,637.302.588,good
2963,-2.100.543.918,823.428.743,-1.150.201.713,1.651.760.867,601.369.692,744.765.645,-158.018.044,good
2964,962.091.239,-4.516.876.866,-156.610.641,1.404.098.983,1.729.480.614,-1.406.989.776,1.059.900.355,good
2965,-559.823.724,-333.295.811,-2.005.807.128,2.969.826.724,-1.715.612.407,-1.418.697.582,-2.225.723.904,good
2966,-1.009.184.517,-1.466.640.242,213.856.408,945.569.653,1.079.543.703,22.702.725,2.476.016.393,bad
2967,937.515.106,-1.175.643.312,-3.026.139.114,2.932.906.092,-225.404.896,-591.426.444,-796.702.882,good
2968,-198.627.327,-2.353.435.819,-5.271.683.657,241.118.137,2.626.928.727,5.135.221.497,-1.103.758.111,bad
2969,-2.143.788.308,-2.540.612.574,-100.440.071,3.067.584.696,-1.093.234.675,-205.554.661,-2.948.669.595,bad
2970,-2.188.421.884,-1.385.229.506,419.799.194,14.293.918,-360.722.433,55.028.718,-2.694.542.386,bad
2971,-1.793.719.646,-3.330.433.607,4.040.019.955,331.479.853,76.971.261,1.650.767.205,971.095.716,good
2972,1.485.462.035,-312.195.498,1.255.659.576,2.124.263.466,1.272.228.313,2.936.911.868,1.059.464.845,good
2973,-1.994.285.176,84.999.774,-1.037.805.483,-722.172.122,204.845.734,-1.520.301.793,-19.466.949,good
2974,-1.780.331.548,-647.456.049,921.313.956,190.042.573,2.566.731.922,32.294.674,2.274.141.292,bad
2975,1.513.903.628,-1.841.733.528,-4.437.640.515,18.367.166,-3.893.668.192,3.306.740.696,-1.667.203.637,good
2976,-859.629.852,-739.890.923,1.627.643.437,713.641.067,-923.413.253,1.938.057.787,3.188.345.866,good
2977,-1.661.266.138,-51.612.929,-1.100.306.462,-251.146.092,2.521.782.096,-529.969.803,4.207.055.592,bad
2978,743.122.699,-42.751.906,402.651.129,-32.246.193,2.869.388.442,-2.160.962.306,2.790.905.995,good
2979,-2.856.191.274,-2.552.692.157,-497.950.342,362.994.334,807.355.535,2.796.973.978,-3.253.214.826,bad
2980,-2.490.614.877,-1.743.449.778,1.512.438.903,197.464.764,262.049.147,-968.833.827,4.705.961.188,bad
2981,1.883.349.885,1.186.676.315,-96.343.854,-1.422.643.225,1.426.149.025,-507.856.062,947.932.207,good
2982,144.373.555,-1.132.383.527,-156.068.607,501.401.077,2.256.801.685,900.387,1.221.682.298,bad
2983,-1.136.374.713,-1.937.626.187,1.142.267.271,-850.613.266,192.806.026,1.907.300.565,-2.187.043.062,good
2984,-2.117.993.139,-565.222.771,73.178.533,1.327.455.066,374.310.021,-3.857.192,3.188.874.035,bad
2985,-2.118.726.713,-1.635.199.539,662.878.319,-572.444.354,4.548.401.154,-245.521.701,2.973.010.155,bad
2986,-1.412.609.376,-818.988.827,1.709.090.142,431.355.807,1.288.294.802,596.325.444,-771.035.039,good
2987,-5.692.093.381,210.191.289,1.907.674.284,-838.852.857,2.193.988.603,1.324.186.374,-1.590.177.926,bad
2988,3.481.999.667,-1.924.882.251,-710.062.507,1.854.320.847,7.148.501.831,-2.243.854.771,3.812.018.328,good
2989,-1.962.899.559,-506.960.589,-2.388.916.841,136.194.502,-2.780.125.597,1.623.750.861,-1.636.458.548,bad
2990,-3.010.279.868,-664.851.344,-1.906.940.603,-283.595.624,571.321.127,322.411.785,-1.721.947.865,bad
2991,-2.508.891.821,-2.843.436.455,-848.363.049,-48.335.174,-95.336.897,5.111.046.105,-1.805.347.812,bad
2992,-1.990.051.618,253.082.918,1.382.415.248,3.628.188.037,-2.098.876.653,-9.743.437,896.653.238,bad
2993,-183.843.169,-1.186.596.296,-4.037.844.783,1.292.917.036,1.808.180.985,403.251.862,249.018.548,bad
2994,44.314.011,-949.577.731,-853.465.346,977.805.866,2.192.739.238,-397.647,1.885.015.984,bad
2995,951.363.333,-2.565.242.932,2.344.981.965,2.640.555.172,-3.296.170.037,-297.230.402,1.491.628.066,bad
2996,-583.025.794,97.492.981,357.052.001,-211.639.763,-1.250.562.835,1.841.531.219,-1.998.824.673,good
2997,1.284.971.642,849.861.715,-1.540.319.903,692.405.613,-228.322.062,1.396.856.784,2.801.796.005,bad
2998,-3.142.309.369,-1.273.307.011,-459.075.879,-349.881.867,812.774.356,621.235.615,-4.199.263.205,bad
2999,324.364.911,-1.022.385.055,200.602.295,113.310.104,-1.079.205.978,25.796.951,1.625.841.828,good
3000,-791.740.594,-125.726.611,-683.672.766,1.126.810.088,1.499.428.958,1.258.607.093,-318.278.176,bad
3001,-216.490.187,-2.312.652.825,1.232.708.765,-1.108.093.409,3.147.309.857,-2.334.935.254,2.168.927.943,good
3002,-1.123.378.014,-1.396.914.664,2.178.744.859,107.739.845,2.100.608.805,293.826.351,-600.271.979,good
3003,-692.216.552,-1.029.835.088,-247.627.873,1.525.174.989,123.992.752,4.055.425.166,-1.968.351.619,bad
3004,-1.135.602.157,-873.765.875,1.304.670.239,872.166.111,1.667.877.042,-3.529.170.331,675.817.641,good
3005,-42.720.132,21.266.115,2.420.558.289,1.756.026.488,-122.186.724,-395.617.762,2.020.624.473,bad
3006,2.338.462.472,-579.644.624,-2.402.320.038,-1.038.325.053,388.442.808,1.491.940.165,436.921.461,good
3007,-411.818.047,-231.651.036,2.236.190.904,149.520.591,1.875.913.134,36.226.784,3.725.119.774,bad
3008,655.191.069,1.327.015.645,-3.363.186.041,2.936.746.879,-248.973.535,-520.331.611,999.308.201,bad
3009,-826.259.257,-2.398.700.188,-2.721.265.081,921.567.449,-5.498.666.693,1.652.619.334,-2.085.341.847,bad
3010,-198.773.459,-1.249.758.065,1.778.493.902,1.302.544.514,-5.314.308.017,-1.554.592.705,809.907.288,bad
3011,-2.528.144.905,1.239.934.076,-1.492.238.729,3.021.035.176,-4.155.099.508,-1.710.012.237,307.219.577,good
3012,-234.896.203,-1.494.003.637,-145.984.118,-83.063.385,-1.701.186.597,3.296.392.015,-104.389.292,bad
3013,-2.998.222.281,2.071.302.179,851.703.736,-2.410.528.889,305.870.762,472.079.079,-59.179.002,good
3014,-2.628.374.277,-115.458.273,198.702.216,-69.106.551,-1.117.299.703,2.095.307.617,630.104.364,bad
3015,-1.467.316.129,-342.541.989,-1.922.702.604,3.071.344.785,-2.648.252.979,-118.562.775,2.467.183,bad
3016,221.316.479,-3.066.721.545,1.522.590.337,2.958.682.314,-3.801.872.235,-1.309.668.639,-710.313.296,bad
3017,3.863.438.183,-3.661.559.233,-173.749.682,-587.124.765,6.497.705.773,-803.019.407,3.129.403.535,good
3018,1.006.936.285,67.631.425,477.400.834,574.208.734,270.917.736,-1.275.528.962,2.649.874.004,good
3019,-452.302.749,-367.927.898,-151.753.758,1.842.541.016,1.201.533.012,492.244.552,-844.719.722,bad
3020,-2.323.340.528,-2.585.398.763,1.307.611.767,1.118.135.737,1.429.309.401,-19.873.985,-3.861.990.488,bad
3021,-2.982.489.104,-1.151.936.282,1.184.344.372,2.902.769.805,-1.534.326.133,2.212.735.831,-1.022.736.521,bad
3022,-2.860.756.552,-2.706.891.782,1.453.226.315,1.492.803.591,-424.133.646,88.431.591,-2.995.325.003,bad
3023,-2.797.459.587,82.061.823,-54.792.495,-860.801.945,2.196.575,1.289.710.606,-1.333.122.234,good
3024,-1.366.082.011,-241.554.376,205.785.114,53.538.715,41.389.524,-4.799.113.742,75.567.379,good
3025,-1.529.416.771,-3.397.829.288,-380.416.768,513.618.822,-338.819.408,929.264.113,-4.798.989.984,bad
3026,611.621.934,-1.654.902.166,1.465.394.027,-490.341.336,-117.929.256,3.194.306.565,62.116.068,good
3027,-1.987.301.062,-512.448.969,2.029.870.689,-899.803.671,1.134.416.635,1.278.729.779,-2.327.119.827,good
3028,-633.169.967,-3.729.780.449,-2.160.076.833,-588.697.952,347.628.019,2.681.429.693,2.786.759.187,bad
3029,1.784.926.645,-739.968.069,-2.006.613.381,-180.891.852,3.004.408.943,25.625.051,2.520.905.121,good
3030,357.199.154,320.550.661,-3.239.856.209,2.291.319.097,-59.516.959,2.632.138.463,-2.230.315.931,bad
3031,362.113.379,-3.047.153.964,3.878.195.734,1.898.910.772,691.746.992,1.774.689.806,3.096.682.929,good
3032,-1.222.028.439,-2.215.775.581,323.167.937,-938.840.824,-458.308.572,2.307.911.988,1.176.424.009,good
3033,-1.231.758.106,136.314.074,-5.746.674.479,2.787.436.843,-703.580.047,1.627.143.084,105.003.839,bad
3034,-114.932.882,-268.538.917,-306.435.319,1.210.006.374,-527.831.516,-405.037.647,-782.556.409,bad
3035,3.130.466.635,-44.162.802,-141.951.158,1.298.073.435,1.544.766.829,415.519.295,1.328.699.376,good
3036,-646.916.429,989.771.566,-822.794.468,1.216.294.307,1.122.181.649,1.013.008.429,1.649.339.187,bad
3037,-1.377.766.738,-1.930.203.902,1.073.826.092,660.535.429,1.224.800.229,833.628.232,-1.998.524.116,bad
3038,2.017.375.693,1.631.631.987,-4.048.329.828,403.906.692,-1.546.145.898,1.955.092.479,-559.362.496,good
3039,-188.985.311,2.975.707.192,-215.147.855,171.247.176,-372.198.595,-1.431.905.623,2.766.830.845,good
3040,151.469.881,-2.027.391.605,-644.007.736,-1.693.203.149,3.728.025.838,-559.023.779,1.176.172.575,good
3041,-1.188.255.193,-1.739.851.766,-3.252.038.601,774.998.566,202.967.327,258.172.908,2.481.557.725,bad
3042,-2.779.157.167,-924.554.392,1.552.992.702,1.599.857.611,2.401.767.985,-1.122.478.919,-2.777.152.433,good
3043,-1.549.754.142,1.292.916.579,-824.470.337,1.550.896.325,1.417.404.687,-325.310.279,-2.569.348.843,good
3044,-1.747.493.393,-2.094.969.856,96.959.187,1.958.788.601,-1.961.039.667,1.287.023.435,-487.158.383,bad
3045,923.390.881,-887.100.649,-1.802.853.232,1.918.978.558,-357.687.583,555.588.822,-37.351.141,bad
3046,-3.920.387.036,9.828.225,2.720.421.954,1.701.633.639,-71.040.213,-96.264.805,3.259.328.603,bad
3047,-3.805.181.879,-354.975.857,349.562.787,1.480.759.079,24.618.119,1.985.672.316,2.078.826.028,bad
3048,-1.990.881.421,2.124.921.759,-939.538.981,1.690.197.702,2.100.516.526,-377.753.702,-1.888.768.607,good
3049,2.329.371.607,-2.338.652.131,-495.711.205,-1.401.172.164,3.025.817.286,258.610.491,1.945.986.711,good
3050,520.275.469,-1.824.736.407,-1.002.358.351,-815.311.185,-104.198.396,148.183.976,125.661.579,good
3051,1.077.181.951,462.732.953,-1.798.955.292,2.054.467.899,-548.000.715,-59.185.166,-2.032.169.189,bad
3052,2.143.414.632,-2.096.964.281,930.632.039,4.303.733.543,57.817.912,1.177.471.507,2.523.858.095,good
3053,2.097.690.737,960.396.079,-330.276.992,1.668.748.824,-1.046.302.685,-1.177.782.965,475.477.722,bad
3054,-4.013.413.331,-697.308.981,3.823.556.122,-1.151.878.024,605.068.899,457.891.892,-896.947.428,good
3055,-660.428.075,-2.391.390.997,-1.426.340.004,1.477.891.955,-1.197.527.435,4.115.822.264,-214.777.319,bad
3056,-146.451.471,-354.807.223,-153.954.553,593.859.709,1.316.648.405,103.753.562,-1.795.486.331,good
3057,1.520.446.887,-4.844.158.767,1.379.117.119,742.378.935,-1.694.521.649,-529.413.866,-4.654.523.919,bad
3058,672.426.193,-932.017.213,-316.983.822,-679.560.093,2.031.719.257,-833.748.092,1.787.328.054,good
3059,224.286.836,30.939.625,-272.196.909,1.335.201.357,-2.086.991.224,-682.313.747,1.241.980.192,bad
3060,-1.426.676.558,-631.041.279,-1.968.492.176,935.983.051,191.725.353,3.348.655.058,256.349.114,bad
3061,-828.269.298,-934.683.129,1.727.538.999,104.027.539,1.970.687.196,529.514.361,62.215.535,good
3062,-1.135.749.883,8.586.787,948.512.144,1.553.569.366,2.116.582.715,-272.923.438,512.910.617,bad
3063,-814.907.191,-1.067.851.803,475.236.672,24.621.865,-1.103.105.513,-42.136.628,-1.223.954.372,bad
3064,-250.739.464,-2.501.562.034,2.929.628.394,192.478.451,2.212.366.121,-217.932.148,-4.037.148.536,good
3065,2.822.068.821,1.060.057.133,-2.304.707.995,1.450.493.309,833.521.422,-490.623.106,-1.964.758.344,bad
3066,-2.047.512.084,1.879.066.889,-33.509.755,-1.001.776.752,2.148.500.584,-776.159.969,-6.739.692.961,good
3067,-1.161.463.499,1.581.072.687,-2.399.866.961,-236.107.018,1.886.987.636,749.778.458,-218.830.741,good
3068,-596.943.568,639.459.126,-1.796.178.731,3.424.765.623,-3.508.610.535,2.713.475.925,-3.609.172.995,bad
3069,289.840.724,-878.965.453,-1.331.783.309,123.331.723,60.414.184,-107.908.913,-445.254.562,good
3070,521.994.252,-1.341.202.051,519.271.813,990.422.315,476.561.833,1.259.996.078,-266.609.261,good
3071,-1.983.642.758,-1.919.871.029,284.158.753,3.112.618.967,2.671.911.589,-1.180.545.399,-49.403.327,good
3072,-3.661.675.996,-2.632.582.104,828.811.414,650.855.084,22.177.183,742.026.979,3.374.035.449,bad
3073,-2.070.346.464,-766.355.032,-600.152.498,2.437.270.305,-1.588.421.687,3.035.092.258,-680.335.038,bad
3074,-2.286.438.343,771.862.397,-111.308.864,1.154.396.271,-283.075.368,-429.298.021,170.322.177,bad
3075,-1.942.924.689,-2.666.441.058,551.535.064,272.452.441,-2.045.806.745,-1.015.649.935,-4.813.463.009,bad
3076,958.807.625,819.666.386,2.057.364.781,1.309.622.072,110.977.036,-4.185.342.731,118.419.642,bad
3077,803.418.102,-3.281.815.627,66.551.746,2.495.147.609,-1.134.919.456,-1.463.504.103,-3.391.955.806,bad
3078,-1.927.952.515,-1.922.812.456,-1.340.799.217,906.174.505,218.052.573,3.002.820.256,138.371.781,bad
3079,-4.073.217.342,551.511.458,890.096.776,-1.068.701.142,-272.273.438,1.138.363.055,-2.362.080.615,good
3080,-5.087.387.322,5.014.002.108,-1.652.091.426,-1.025.454.684,1.460.313.584,-1.994.075.663,-2.813.449.028,good
3081,-757.483.893,-507.885.205,783.895.628,2.256.950.858,2.869.462.342,-223.499.738,-417.913.889,good
3082,-310.556.776,-1.617.733.229,2.835.577.172,695.110.044,553.499.934,1.210.884.412,1.527.393.697,good
3083,2.626.953,-1.048.111.588,-2.290.952.504,-232.486.653,2.029.042.557,2.401.858.963,-2.469.547.062,bad
3084,-1.039.616.871,-16.362.065,-4.101.306.009,672.189.527,-2.140.563.079,2.316.941.986,-1.013.110.289,bad
3085,121.631.565,-1.409.666.314,-963.377.298,324.064.396,2.009.878.317,2.185.753.268,3.174.687.485,good
3086,-2.886.912.255,-162.562.134,932.929.631,282.211.535,938.408.376,523.649.736,-2.546.855.975,good
3087,692.815.147,-1.010.217.191,-1.028.903.899,-207.085.587,2.745.577.823,-1.007.532.081,2.148.164.161,good
3088,-2.860.698.973,-335.504.959,-1.311.302.319,1.296.602.473,-1.822.590.247,2.372.048.339,-3.788.166.932,bad
3089,372.768.624,-962.674.331,-1.330.979.911,2.207.378.482,1.042.015.457,1.628.122.033,-69.598.119,good
3090,-1.816.202.449,-4.419.484.591,1.372.594.536,-1.497.221.493,-1.301.357.488,1.843.783.417,-5.537.818.992,bad
3091,995.426.711,-578.828.631,491.468.249,2.212.457.392,337.693.482,-2.324.298.549,7.209.638,good
3092,-1.800.434.264,-667.054.642,52.993.013,-444.912.137,2.939.810.082,-1.616.973.843,384.744.379,bad
3093,-2.973.739.133,-3.093.763.298,-1.592.586.672,-8.897.943,3.499.584.625,5.396.966.334,-1.838.594.058,bad
3094,-1.226.854.737,-1.013.974.802,-114.840.344,601.327.334,1.495.976.746,855.767.038,1.735.372.229,bad
3095,-1.053.627.133,168.310.928,1.088.945,2.525.974.969,-2.108.336.917,131.820.141,1.239.641.077,bad
3096,-1.281.038.736,-1.821.401.873,754.640.169,1.652.782.439,-2.685.340.276,161.968.913,-522.776.192,bad
3097,1.280.475.047,-2.673.699.578,-4.980.916.322,-195.563.979,488.366.477,4.524.214.896,-3.762.212.148,bad
3098,-301.390.467,-112.444.601,989.252.648,2.699.941.784,1.713.396.163,-321.091.532,623.971.295,good
3099,15.635.328,425.773.797,141.581.213,1.075.482.472,156.633.572,-1.886.997.052,1.403.469.653,bad
3100,1.227.609.491,-3.674.724.762,1.309.667.169,3.549.786.817,1.851.212.567,1.417.438.614,695.032.573,good
3101,45.165.868,-1.313.035.383,-2.434.208.197,71.708.563,-890.501.657,113.731.169,-232.190.647,bad
3102,-743.778.598,-1.353.542.617,-1.838.637.259,988.648.302,-2.193.773.045,5.715.575,-2.831.125.855,bad
3103,-2.822.616.736,375.348.605,-26.998.543,301.385.744,-2.198.989.531,2.905.699.549,-1.016.811.874,bad
3104,-1.704.699.162,-173.050.323,-830.481.119,-315.856.763,719.482.353,435.595.832,-64.743.073,bad
3105,814.048,-1.062.661.381,-2.073.396.676,640.931.742,1.519.447.774,989.351.163,255.524.047,bad
3106,-124.659.043,-887.231.349,-1.626.181.345,13.629.989,-275.989.211,-1.051.163.227,-6.847.672,good
3107,-3.001.232.904,-2.172.604.901,-147.178.811,1.175.183.417,20.233.193,2.822.543.498,1.122.215.319,bad
3108,-1.580.284.349,-1.469.831.421,-2.009.756.274,1.441.788.998,-25.480.273,2.612.828.238,159.467.205,bad
3109,3.348.147.905,-676.277.097,-163.897.447,2.992.265.196,1.339.167.848,-1.562.932.923,1.284.231.392,good
3110,2.157.159.158,-69.392.549,-1.765.814.088,1.729.873.818,-970.323.911,581.459.795,3.062.536.423,good
3111,-3.159.531.177,721.315.202,529.383.871,860.118.686,2.131.377.369,-1.284.000.864,-2.211.441.171,good
3112,-24.241.362,-2.414.256.283,-1.465.238.605,1.382.509.359,2.574.106.364,3.466.150.929,1.105.971.772,bad
3113,-1.993.757.282,889.680.141,57.289.768,898.262.727,644.909.723,251.999.159,-2.114.689.564,good
3114,-219.935.249,1.288.949.244,63.137.566,162.954.652,992.985.316,-813.277.565,777.577.489,bad
3115,1.171.829.745,-3.135.742.221,-1.320.855.654,2.381.893.526,-1.079.496.598,-389.709.916,-445.502.635,good
3116,539.055.893,-3.805.667.483,2.723.953.575,127.112.836,554.292.284,2.554.438.013,-2.047.689.391,good
3117,-4.123.507.768,-3.188.401.656,-1.346.759.332,598.308.799,809.130.968,4.323.454.029,3.923.279.611,bad
3118,-1.666.724,656.369.672,-165.532.285,802.994.212,-72.241.294,-2.282.700.856,813.678.164,bad
3119,1.261.198.275,-311.739.706,-1.257.282.686,84.837.457,-117.177.699,452.884.871,58.178.077,good
3120,-444.543.168,-2.575.347.431,1.475.434.639,1.779.207.791,1.535.372.074,1.415.128.173,55.266.805,good
3121,-374.514.391,1.113.480.936,-2.194.559.884,2.726.527.418,-541.873.663,326.557.078,199.553.046,bad
3122,73.275.242,-166.356.756,38.524.116,1.580.693.131,-556.596.059,-730.946.144,-88.663.441,bad
3123,-1.553.346.238,694.739.637,-161.778.986,3.545.424.868,-105.111.122,-4.029.710.309,-625.875.999,good
3124,-3.349.240.694,457.772.157,2.714.773.474,33.754.146,365.277.813,-1.254.673.003,-1.845.646.416,good
3125,145.173.941,-1.913.805.506,-1.428.138.398,2.099.165.039,-821.612.772,2.078.525.039,-380.388.345,bad
3126,2.682.281.127,897.648.848,-1.023.634.004,2.244.069.482,-301.776.883,-2.576.000.009,629.952.465,bad
3127,-832.486.555,-10.199.411,-1.136.710.849,1.848.597.948,-713.603.806,1.769.003.806,-2.301.153.993,bad
3128,-2.667.137.449,-2.424.014.822,3.665.266.986,-208.855.461,1.162.848.742,1.022.678.472,91.921.632,good
3129,-640.555.278,399.305.799,449.963.686,166.364.063,1.477.343.891,-270.789.883,1.021.798.877,bad
3130,1.421.043.677,-3.060.579.865,-1.613.467.715,1.921.095.545,253.383.652,-407.603.267,-64.257.729,good
3131,1.393.823.623,428.643.902,-2.062.432.437,1.032.301.097,-686.957.246,-436.844.255,-490.572.827,bad
3132,-5.056.714.194,-817.248.882,2.923.314.232,1.386.728.455,1.693.781.497,915.167.684,2.943.828.562,bad
3133,-167.591.132,870.155.619,-3.436.341.121,637.723.798,-617.020.085,3.398.545.069,1.094.332.865,bad
3134,-231.493.811,-2.663.172.054,3.445.823.059,790.059.602,1.081.582.383,964.338.833,-1.299.867.748,good
3135,-1.423.459.306,-2.466.326.207,3.306.634.863,2.092.306.239,2.249.222.796,1.031.582.501,317.187.773,good
3136,1.680.285.433,-815.521.174,-491.036.588,-1.630.587.551,933.698.006,11.482.454,58.325.181,good
3137,4.004.027.128,-322.303.164,-332.585.212,1.682.771.076,-204.433.181,1.463.374.798,-818.700.955,good
3138,-5.192.294.815,-199.310.525,841.395.106,707.506.723,284.266.668,-1.012.861.171,-2.273.601.407,good
3139,-3.132.765.923,-3.282.748.338,3.700.535.806,1.975.309.458,3.950.249.581,-122.513.101,-533.379.941,good
3140,-1.585.450.676,172.775.732,904.119.934,-1.779.541.126,-103.043.053,1.246.945.445,-4.617.026.424,good
3141,703.443.282,58.628.644,-1.000.690.556,1.796.558.513,980.694.347,-1.766.927.161,1.105.737.675,good
3142,2.251.661.897,-299.250.566,-306.256.487,172.335.758,-2.278.453.851,1.162.821.096,-603.548.753,good
3143,-4.084.910.179,-1.014.713.666,3.033.409.091,1.676.498.138,-14.170.493,-337.045.152,2.131.648.699,bad
3144,-2.248.007.616,-2.310.954.553,-430.174.065,1.798.926.187,-690.107.779,448.416.457,-2.872.017.555,bad
3145,153.732.936,-257.146.226,-1.974.852.709,1.155.408.602,3.027.438.077,-77.097.034,1.449.094.973,good
3146,-3.083.350.417,628.634.404,350.292.928,-157.695.515,-27.841.973,1.024.364.989,-671.464.525,good
3147,-2.743.350.012,-1.139.140.864,888.225.565,-393.842.178,-791.498.116,545.421.345,-2.001.538.354,bad
3148,1.791.076.823,230.726.241,-78.268.227,342.861.403,17.808.332,-1.697.414.803,1.658.262.189,good
3149,-223.909.391,-3.138.394.855,3.980.793.922,365.462.994,710.490.097,1.741.950.282,-114.346.995,good
3150,536.446.993,-4.944.608.718,4.392.974.528,-78.261.211,8.974.542,2.694.833.056,572.564.128,good
3151,-2.451.890.873,479.923.699,-186.550.918,1.473.205.478,690.804.719,250.999.907,-247.542.181,good
3152,853.441.808,-951.263.728,-47.285.501,-1.131.506.246,3.582.119.835,3.301.868.246,-556.703.085,bad
3153,-1.035.735.992,-105.156.401,-2.121.994.723,2.219.770.711,523.797.967,2.306.373.582,1.489.581.235,bad
3154,-1.426.120.129,-106.855.557,-2.153.527.392,136.551.316,738.103.075,1.961.176.751,-275.899.695,bad
3155,-1.099.458.441,-1.206.551.747,2.136.785.837,1.920.248.842,-1.230.805.423,-2.158.366.808,-900.825.856,bad
3156,-13.655.423,-1.087.966.462,-1.956.034.696,199.403.633,-2.108.647.791,-418.796.848,-1.570.350.881,good
3157,1.625.461.266,-1.534.990.098,-5.016.761.418,309.943.529,1.110.963.794,2.913.673.713,-746.742.282,bad
3158,536.355.193,1.633.845.896,-95.554.666,810.189.297,-36.600.837,-840.467.044,2.442.705.012,good
